id,name,review_count,rate,address,zip_code,coordinates
J9xVQScnr0lYWl61_mLXMA,Lido,900,4.0,2168 Frederick Douglass Blvd,10026,"(40.8049797781916, -73.9548260014624)"
0frCoaUJ_XWiz1BXiHBcwg,Ceci Italian Cuisine,264,3.5,46 W 46th St,10036,"(40.7568271422022, -73.9809948205948)"
PInk3_IFkANrG8zXQHGfxQ,Broccolino,50,4.0,213 Smith St,11201,"(40.684492, -73.991692)"
d7Asc4q2ImoPlA_BhfroTQ,Kesté Pizza & Vino,1337,4.0,271 Bleecker St,10014,"(40.73154, -74.00293)"
WYdrEMBXzOcxffpQczHKww,Ortomare Ristorante Pizzeria,5,5.0,994 Columbus Ave,10025,"(40.80124, -73.96161)"
a4WZUTKn90dOkeY38JHNjQ,Aurora,549,4.0,70 Grand St,11249,"(40.715621, -73.964757)"
24Fe99IbeFWERDVN7QGB4Q,La Vigna Restaurant,175,4.0,10011 Metropolitan Ave,11375,"(40.71098, -73.85272)"
01eI6pT0doZiu0nm-Gl7RA,Trattoria 35,395,4.0,213-15 35th Ave,11361,"(40.76902, -73.77417)"
ffJddI2ICrCz6q_QWrU5VQ,Da Ciro Brooklyn,74,4.5,458 Myrtle Ave,11205,"(40.6931299, -73.96716)"
0ROpM3UcZhprN6dhwK2Hsw,Joe & Pat's Pizzeria,89,4.0,168 1st Ave,10009,"(40.72892, -73.98411)"
HSKcCmRFqzqG542Hy_eftw,Siena Cafe,151,3.5,1580 3rd Ave,10128,"(40.78073, -73.953)"
idxD3X7WfLFPZMoFnCRIQQ,Il Cantinori,236,4.0,32 E 10th St,10003,"(40.7322779619352, -73.9929321762328)"
cpN0ixPR2l3QFA8Uf1BhCQ,Luna Rossa,97,4.0,347 E 85th St,10028,"(40.776612, -73.950351)"
3FCxi2imtP_wMgsgsqIQOw,Bocca Di Bacco,234,3.5,635 9th Ave,10036,"(40.7602649, -73.991703)"
EYSIZX7b6Sp6TNc_KNvn7Q,Speedy Romeo,257,4.0,63 Clinton St,10002,"(40.71951, -73.98514)"
74zaTegd7fnS6llTesn_Dg,Fragole Ristorante,311,4.0,394 Court St,11231,"(40.68087, -73.99688)"
6osYYrn77CbYPUrSnJOTBQ,Old Rose,95,3.5,113 Jane St,10014,"(40.7383, -74.00932)"
u5zbsITgkFbAlRq0j-XE-g,Serafina Broadway,546,3.0,210 West 55th St,10019,"(40.7645, -73.9819)"
ufntl2yxDlAzPJ6G73eAcQ,Regional Restaurant,361,3.0,2607 Broadway,10025,"(40.79625, -73.97094)"
5WMGy-lEcQPfLb3q7erS-Q,Acquista Trattoria,347,4.0,178-01 Union Tpke,11366,"(40.7265391, -73.7898816)"
rJfGgBleDYCVq2rkBr_w-Q,Barano,211,4.5,26 Broadway,11249,"(40.710372, -73.96794)"
qUOxvK1j0F293sZk5PdSBg,Antico Noe,164,4.5,220 E 53rd St,10022,"(40.75716, -73.96864)"
T-RXDLq_VEv7s1_SooYIYQ,Osteria 57,66,4.5,57 W 10th St,10011,"(40.73467, -73.99786)"
gTEoEsssfbjl76Opf5bP9g,L'Amico NYC,365,3.5,851 6th Ave,10001,"(40.7472104, -73.9899179)"
YE4pvo8ectzEaRYGqUgFcA,Felice 64,280,3.5,1166 1st Ave,10065,"(40.76256, -73.9596)"
fTNOwKJ9YbxoIShABCKXdA,DeGrezia Ristorante,94,4.0,231 E 50th St,10022,"(40.755512, -73.969415)"
5DoCTugT9AF-P3VspApsyQ,Aita Trattoria,152,4.0,798A Franklin Ave,11238,"(40.6712095108944, -73.9579255586597)"
q8wlm_XUjmSsTdTQKt2qbQ,Erminia Italian Restaurant,173,4.0,250 E 83rd St,10028,"(40.77594, -73.95346)"
xKZSIBaGkXX7ppIceuhiQQ,Buca di Beppo Italian Restaurant,364,3.5,1540 Broadway,10036,"(40.757923, -73.985216)"
uDJw4dQiySoNCBoUalW1Ww,Lincoln Ristorante,540,4.0,142 W 65th St,10023,"(40.773359006218, -73.9835011005249)"
-FJ0bOC7okZbKvza8ZPzpw,Ristoro Del Cinghiale,33,4.5,122 E 27th St,10016,"(40.74221, -73.98361)"
CAGAWbPE8uPr2VVvEnv0ZA,Ribalta Pizza,494,4.0,48 E 12th St,10003,"(40.7334346, -73.9916923)"
MPblH3J1kpbNGL4C4U7RAQ,IL Carino Restaurant,47,4.0,1710 2nd Ave,10128,"(40.77945, -73.95019)"
kqewBLuQDB3euc-s_mRf4A,Otto Enoteca Pizzeria,2060,3.5,One Fifth Avenue At 8th St,10003,"(40.7320605431463, -73.996197909787)"
mc6-ig757TzhPpJ7TV3pEQ,Sal Anthony's,58,4.0,226 3rd Ave,10003,"(40.73658, -73.98502)"
i4TzhIY8z0KIaBBH1iLZLA,Il Poeta,201,4.0,98-04 Metropolitan Ave,11375,"(40.7108, -73.85454)"
aI39yRQqpTd1VuKqS-lwig,Sofia,294,4.0,36 Engle St,07631,"(40.8941471, -73.9725631)"
Q9F2ocrmYuGt1yn3M7MOBw,Lucali,1292,4.5,575 Henry St,11231,"(40.6818, -74.00024)"
mwDGX4OH3smoducpde2Elw,Quartino Bottega Organica,189,3.5,11 Bleecker St,10012,"(40.7255491, -73.9929031)"
JU5d81TYm7IJHWqOqJWMqw,Have & Meyer,87,4.0,103 Havemeyer St,11211,"(40.7132687751084, -73.9564743950496)"
na-2_gQCY7ccS2ZkLJDumQ,Waldy's Wood Fired Pizza & Penne,765,4.0,800 6th Ave,10001,"(40.7457666039821, -73.9906402533629)"
NkAUvrtAcnebxPB6zayjsg,Lamarcapasta,280,4.0,161 E 22nd St,10010,"(40.73841, -73.9839499)"
2F-7XCoPS1mbdy9ioqWuqw,Serafina West 105th Street,51,3.0,2737 Broadway,10025,"(40.80043, -73.96828)"
ehUuSk5gPTCQmwS_ubgKRA,Upstate,1691,4.5,95 1st Ave,10003,"(40.7263139141197, -73.9864901976935)"
nHMDOIX32dGbfpuNUwsLNQ,AlMar,371,4.0,111 Front St,11201,"(40.702662, -73.989177)"
uYHN9Vw3V1ajDGRnNDtbYw,Michael's of Brooklyn,201,4.5,2929 Ave R,11229,"(40.6076329987397, -73.9428921973385)"
ETgJqJHV7BW6pIr9Ox74sA,Amélie,2415,4.5,22 W 8th St,10011,"(40.7327, -73.99766)"
nM2AdRp2iSJHi4MgvIrEBg,Oak Tuscan Truffle Restaurant,65,4.5,28 Greenwich Ave,10011,"(40.735042, -74.00002)"
m4MPLIv-WsGdcB7GReE06Q,Quattro Gatti Restaurant,79,4.0,205 E 81st St,10028,"(40.77552, -73.95587)"
7vq2CNM69sdrXrtbT2-qEQ,Campania Coal Fired Pizza,432,4.5,9824 4th Ave,11209,"(40.6136093139648, -74.033332824707)"
XoTaRa6uAkO2OBV0-rYv3w,Numero 28 Pizzeria - Upper West Side,196,4.0,660 Amsterdam Ave,10025,"(40.79175, -73.97228)"
Yubu48l7he-qrNDSeAngbQ,Via Vai,199,4.0,31-09 23rd Ave,11105,"(40.7741502, -73.9123089)"
gU6_qALmeWysg2YXMzMrtw,Serafina Fabulous Pizza,299,3.0,1022 Madison Ave,10075,"(40.7762350782493, -73.9623423504256)"
XcfZqLrXdABSZLViQ34VTw,Chelsea Ristorante,159,3.5,108 8th Ave,10011,"(40.7405719, -74.0017238)"
o7ebhiCJTSsp43ynRDB1qA,Cipriani Downtown,278,3.5,376 W Broadway,10012,"(40.723665, -74.00288)"
NBgDoMiF4tj5aS7V7zayoA,Antica Ristorante,47,3.5,370 Canal St,10013,"(40.7206611633301, -74.0043869018555)"
ip733nbgjaMMazfQ-Ibhgg,Fiat Cafe,535,4.0,203 Mott St,10012,"(40.7214697, -73.9956631)"
FRp1NwIyp6tkDU986cJkXQ,Piccola Cucina Estiatorio,48,4.0,75 Thompson St,10012,"(40.7246, -74.0029799)"
ry0nAQiUn8bpNAruY_5wfw,Scalino,206,4.5,659 Manhattan Ave,11222,"(40.7244699, -73.95151)"
15d_Y6TVOQFD2KRVkxuAjw,Baci & Abbracci,280,4.0,204 Grand St,11211,"(40.7139015197754, -73.96044921875)"
iV5yy8EbjsPoYWtjRhB61Q,Nica Trattoria,128,4.0,354 E 84th St,10028,"(40.7756431, -73.950783)"
0Jr2OP0B2MM4LvJY_K6cTQ,Aurora Ristorante,248,4.5,429 Piaget Ave,07011,"(40.878682, -74.1532469)"
wp5BpfUi9Aa4T0Gk0bnhag,Altesi Downtown,39,4.0,200 Spring St,10012,"(40.72511, -74.00333)"
GqTgQEqwf3k5JyE7DHDhjw,Numero 28 Pizzeria Napoletana,510,4.0,176 2nd Ave,10003,"(40.73041, -73.98595)"
OwDRIugcA4LkUuTRqpJsog,Naked Dog,172,4.5,47 Java St,11222,"(40.7312720665479, -73.9593493647979)"
sBi_h4Nwb3qb-VGQ99c-fg,Bella Luce Restaurant and Bar,121,4.5,507 Franklin Ave,07110,"(40.82379, -74.1556)"
8qT2fQh1qVhCVtAODADwRw,I Gemelli Ristorante,161,4.5,268 Huyler St,07606,"(40.87057, -74.04861)"
CfFjKWynWAFLO9mUTxe4Zg,Gaetana's,262,3.5,143 Christopher St,10014,"(40.732952570801, -74.007623322014)"
MeQU-nGaQvX12VXYOyzavQ,Gruppo,237,4.5,98 Ave B,10009,"(40.72474, -73.98161)"
eTneVbjPKdo4gD9HfkDGdA,Santa Panza,125,4.5,1079 Broadway,11221,"(40.6947, -73.93068)"
skLDCHQcmivdGx5Qd_qBIA,Il Passatore,359,4.0,14 Bushwick Ave,11211,"(40.71431, -73.94217)"
K9kL1ice5jlkPXcNyTus3Q,Pasta Lovers,287,3.5,142 W 49th St,10019,"(40.76003, -73.98291)"
uzEhT55QIdk9YbfFwmlRzQ,Altesi Ristorante,49,4.0,26 E 64th St,10065,"(40.76667, -73.96959)"
s5nPO911cYB2chdwqSqT9g,La Nonna Ristorante & Bar,255,4.0,184 Kent Ave,11249,"(40.718468787527, -73.9639185527139)"
U8Ljrx-w5otdMZNFhw5piw,La Villa,487,4.0,261 5th Ave,11215,"(40.6743319055498, -73.9816949398812)"
cDUait5j29Pe0QynQ3JtYQ,Gradisca,363,4.0,126 W 13th St,10011,"(40.73709, -73.99863)"
KpBfFpjzsGvvqAzCasVW0g,Extra Virgin,1202,4.0,259 W 4th St,10014,"(40.7353962496717, -74.0031888223197)"
ONEe1U1fNGT80jAEE0sCrg,Vapiano NYC,1132,3.5,113 University Pl,10003,"(40.7343869142235, -73.9921539848726)"
L0hPFGt-sD_QVmhr01SSEQ,Gente,161,3.5,153 E 45th St,10017,"(40.753194, -73.973632)"
Aazjxg21VH2cncWYBAv68Q,Sottocasa Pizzeria,577,4.5,298 Atlantic Ave,11201,"(40.688285, -73.989006)"
W9wDa_EB0h2p5JG6P6lyZw,Pescatore,348,3.5,955 2nd Ave,10022,"(40.75538, -73.96852)"
r6K5RBfhlNbr-g7g3u13KA,L'angolo Trattoria Italiana,57,4.5,696 Anderson Ave,07010,"(40.8283599182, -73.9863337576389)"
LtxF5zthl_oRw0TlMcQcuQ,Sergio's Missione,169,4.5,2 Mercer St,07644,"(40.8766134207382, -74.0869942317035)"
dWc0ijADaD6ZdclJ5LqQdg,Paola's Restaurant,154,3.5,1295 Madison Ave,10128,"(40.7846546580287, -73.9558692276478)"
7pvTicRAhXB1Ld74MWjkXQ,Davio's Northern Italian Steakhouse,264,4.0,447 Lexington Ave,10017,"(40.75304, -73.97472)"
VF3wSCRC3mE6JpBQPQXELA,Parm,712,3.5,248 Mulberry St,10012,"(40.72303, -73.99567)"
VHkiswx23peLA9Y8rHMo7Q,Cavalino's,31,4.5,6800 Park Ave,07093,"(40.79123, -74.00397)"
V7z1ZkTOtV-dNOKhZsAlMw,Patsy's Pizzeria,213,3.5,801 2nd Ave,10017,"(40.750427, -73.972129)"
qYDoWRdntIApGW6fEUHWIQ,Biricchino,102,3.5,260 W 29th St,10001,"(40.7488743960857, -73.9954686909914)"
kS04TICXd1-0iZ4rgEWmvQ,Gabriel's Bar & Restaurant,152,4.0,11 W 60th St,10023,"(40.7692581, -73.9826142)"
I8wk0uwL6R0RhSprSlPvNw,Roman Nose,657,3.5,125 Newark Ave,07302,"(40.7200279, -74.0433197)"
mOoZZa6WIsgihc_TqyQcXw,Tarallucci E Vino -Union Square,353,3.5,15 E 18th St,10003,"(40.7381367771909, -73.9907283558044)"
ywP0OEqRC6sp4NK1-QhW-g,Parm,322,3.0,Brookfield Pl,10080,"(40.7144510120714, -74.0161083107869)"
1htK0vS5FAHaXXtpAQperQ,Bread & Tulips,248,4.0,365 Park Ave S,10016,"(40.74215, -73.98472)"
WyyJAcQwfOxKPLgIYetSKA,Caffe Buon Gusto,172,3.5,151 Montague St,11201,"(40.6947326, -73.993266)"
JgtKnRMbUQKXaxC-C0BynQ,Il Baretto To Go,18,4.5,790 11th Ave,10019,"(40.76873, -73.99224)"
XvEz60Y0NbLxooK9AmRU8g,Piccoli Trattoria,438,4.5,522 6th Ave,11215,"(40.6650986895797, -73.9864727962952)"
-8_vEcBA2Lqd8786S-Ss-g,Novita Restaurant,287,4.0,102 E 22nd St,10010,"(40.73918, -73.98629)"
r_fUOUhz-pHZxFDV1hzy0w,Peasant,667,3.5,194 Elizabeth St,10012,"(40.72171, -73.99428)"
a-XBTXQM4qigxUgpTmS7Fg,Codino,49,4.0,62 Carmine St,10014,"(40.7300643486969, -74.0037936652668)"
iutTifH0Xy0UkN86vEvV2Q,Attraversa West Village,4,5.0,14 Bedford St,10014,"(40.7290058570751, -74.0033128150578)"
iBPQRnM_TMQX6tYdjCbCXA,Vai Restaurant,360,4.0,429 Amsterdam Ave,10024,"(40.78416, -73.97736)"
YvSCXoj-z1eS2soiXQSIFQ,49 Monroe,150,4.0,49 Monroe St,10002,"(40.7118467, -73.9937348)"
phB6HvQyOUEZmvgg9KzRmA,Da Franco & Tony Ristorante,76,4.5,2815 Middletown Rd,10461,"(40.843635, -73.836135)"
fU22eRTnKLT2C-OFJ6eUGQ,Saraghina,791,4.0,435 Halsey St,11233,"(40.6835063, -73.9352006)"
HodL0fXoF08C3Ir-kLeTtw,Forma,18,5.0,14 Bedford Ave,11222,"(40.72371, -73.95157)"
piH-TNcmjLq2NHE4ZtbrBA,Zucchero E Pomodori,177,3.5,1435 2nd Ave,10021,"(40.770632, -73.957562)"
zj8Lq1T8KIC5zwFief15jg,Prince Street Pizza,2659,4.5,27 Prince St,10012,"(40.7229087705545, -73.9944863319397)"
3n96VKiKG5Tte8z-U-TaLg,SoleLuna Restaurant,336,4.5,40-01 Queens Blvd,11104,"(40.7439934462309, -73.9240421354771)"
nVtJOWn3XlL6MSZ-YnU6iA,Da Francesco,99,4.5,442 Graham Ave,11211,"(40.718334, -73.944686)"
-58--bg-KKUNArp18U4llA,da Umberto,158,4.0,107 W 17th St,10011,"(40.7396659851074, -73.9958267211914)"
iUlNDgKCLJt7F9y5fw2NYA,Osteria della Pace,65,3.0,101 Liberty St,10281,"(40.7096522, -74.0112896)"
26M6nFVuA4bvhU0TBZOuLg,Pierre Loti Midtown,293,4.5,300 E 52nd St,10022,"(40.7558717456695, -73.9673550550069)"
Lu12ks-BgqfGY75Sb1004A,Il Mattone West Village,23,5.0,450 Hudson St,10014,"(40.7312509, -74.0065302)"
_N92SH1Zi-Hbxn_bNHFz0Q,Noodle Pudding,541,4.0,38 Henry St,11201,"(40.69979, -73.99203)"
I0i9YzRBQn6MKIUFIHpeBQ,Park Italian Gourmet,190,4.0,60 W 45th St,10036,"(40.7562054271632, -73.9814829826355)"
bf2gElKkOHClspvNWfdHQA,Cuomo And Sons,140,4.5,7709 Broadway,07047,"(40.79803, -74.00219)"
-KrQ1gOiyXCbffsWyc5SNQ,The Leopard at des Artistes,205,4.0,1 W 67th St,10023,"(40.773515, -73.978841)"
y9y6V8va7yt_TUnoO68z0w,Trattoria Napoli,7,4.5,4525 Broadway,07087,"(40.77794, -74.01825)"
7QUfJwuPgiTYa96TUqmzvQ,Bella Napoli,219,3.5,130 Madison Ave,10016,"(40.74579, -73.98474)"
lA6IvTF7J8fNC5puhyS3PA,Bellini Italian Restaurant,238,3.5,483 Columbus Ave,10024,"(40.78457, -73.97317)"
ieoPAi6nbdEkrwv4vGVSwg,Via Trenta Osteria & Wine Bar,413,4.0,3619 30th Ave,11103,"(40.7648771022913, -73.9165434257602)"
Kz7hn14j6KXf_gYeC99rUg,i Trulli,335,3.5,124 E 27th St,10016,"(40.74207, -73.98361)"
VtJd1l64kqUUyWacwK0J2Q,Veniero's,1902,4.0,342 E 11th St,10003,"(40.72941, -73.98454)"
J38XGzriEkMsDfCMt6et_g,Vezzo,1187,4.0,178 Lexington Ave,10016,"(40.7445, -73.98139)"
7S8g0G_Ndc3DS-kqsozq8Q,83 1/2,150,4.0,345 E 83rd St,10028,"(40.775354, -73.951216)"
i5cdbiw1KRyg4w0X44ZBwA,Mezzaluna,134,3.5,1295 3rd Ave,10021,"(40.771125, -73.959251)"
efgclSozdzhy6tQ2nrAUdA,Maggiano's Little Italy,446,3.5,70 Riverside Sq,07601,"(40.9047116, -74.0308629)"
D0LsGudLqLabXbhEPMkw6A,Aumm Aumm Pizzeria & Wine Bar,299,4.5,7701 Broadway,07047,"(40.79789, -74.00231)"
geTFpY84Tp-nVTXflnxtDA,V & T Pizzeria & Restaurant,324,3.0,1024 Amsterdam Ave,10025,"(40.80334, -73.96383)"
cRfAN-SRlFuaSd-mp-9iiQ,Restivo Ristorante,105,3.5,209 7th Ave,10011,"(40.7434605855724, -73.9959991865082)"
y_tRUBOu3qg7lkaO2Xk1hQ,Frost Restaurant,144,4.0,193 Frost St,11211,"(40.7183867, -73.9434906)"
aSprnLY-6GkMk1cuv0TMeA,Al Di La Trattoria,838,4.0,248 5th Ave,11215,"(40.675332643247, -73.981340475038)"
SzH79XjUPoTYBnE3dybRsw,Della,103,4.0,1238 Prospect Ave,11218,"(40.65287, -73.97631)"
7rc7e_mw5DefMCSBsuZYhg,Don Giovanni Ristorante,417,3.5,358 W 44th St,10036,"(40.75955, -73.9915)"
yIFI6afTRP-tBhY6WsUOPg,Popina,38,4.5,127 Columbia St,11231,"(40.687361962701, -74.0014251909241)"
5k_jwjhdFMPUNWhouGNzuA,Misi,114,4.0,329 Kent Ave,11249,"(40.71341, -73.96662)"
aHRcUI_UqFNV87GF7WRIDQ,Aunt Jake's,152,4.0,47 W 8th St,10011,"(40.73329, -73.99852)"
AbNXFnI4OlWZvsQLGKf64w,Dino,254,3.5,222 Dekalb Ave,11205,"(40.68941, -73.97047)"
fH8DkdRerw5LJ7fZZHRfeA,Leuca,273,4.0,111 N 12th St,11249,"(40.722121, -73.956678)"
laQ3UStO-W9fkSaM2Y4eLw,Barilla Restaurants,250,3.0,1290 6th Ave,10019,"(40.7608455063764, -73.9793730976227)"
_eImQkZt0MlQ0jLZH2LrTQ,GP's Restaurant,119,4.5,24 69th St,07093,"(40.79126, -74.00167)"
FDFE8nqstVJT07LquQ2kBA,Buon Appetito,153,4.0,906 Broadway,07002,"(40.67835, -74.10568)"
eMSTTuOUlKEnSOr8lPp3Xg,Ammazzacaffè,117,4.5,702 Grand St,11211,"(40.7113172, -73.9446243)"
hV26aNvpfq5g34SI6_gvJA,Mama Rao Cucina Italiana,184,4.5,6408 11th Ave,11219,"(40.6291809, -74.0057526)"
ZQrmos0TEPCmMHQUreYvpw,Caffe Taci,15,4.5,22 E 54th St,10022,"(40.7603492736816, -73.9743194580078)"
GnaeBuilZb_fU01v3wNhZw,Grimaldi's,378,4.0,411 Washington St,07030,"(40.74131, -74.02953)"
53ZNJNrT91VgvrI0LFjLNQ,Locanda Vini e Olii,287,4.0,129 Gates Ave,11238,"(40.685007, -73.962943)"
vAMKgIUWCrYxjfhceCCNAQ,Sandro's,63,4.0,306 E 81st St,10028,"(40.7742854, -73.9537163)"
FER-iaOyA8JFH-DL5vaKIQ,Vesuvio,291,3.5,7305 3rd Ave,11209,"(40.632565, -74.027047)"
u6q1s6c0H9wQwFUJJzAiOw,Gigino At Wagner Park,247,3.5,20 Battery Pl,10004,"(40.7052055368065, -74.0184892569177)"
clOFor0bFSjse7EUfdRacg,Faro,241,4.0,436 Jefferson St,11237,"(40.707407, -73.922839)"
F-eRrDik2KK0sNjpGiNbAg,Trattoria il Gusto,35,3.5,625 Columbus Ave,10024,"(40.78923, -73.9698499)"
ZxobXn7eEYDOzQKYHH9ARQ,Sorbillo Pizzeria,144,4.0,334 Bowery,10012,"(40.726, -73.99218)"
xPmCy25F1-uq-1vAP_1TBQ,Piccante,136,4.5,7214-A 3rd Ave,11209,"(40.6331599, -74.02726)"
nSk_zCJESMKGLHyJTPPlZA,Bottino,265,3.5,246 10th Ave,10001,"(40.74845, -74.00321)"
bH6kFlRLtfIo2dtjs1gJ8g,Dolce Vita Restaurant & Bar,27,4.5,5811 Ave N,11234,"(40.619697, -73.918792)"
k4ds_s6y8S46WzVIolypLQ,Serena's Wine Bar Cafe,114,4.0,1268 2nd Ave,10065,"(40.7652988, -73.9609017)"
5ZEFbq_AQV5VQFG2JKYzlA,Giorgio's of Gramercy,721,4.0,27 E 21st St,10010,"(40.7394209879325, -73.9885425567627)"
wUoLj0v2cJ9T4mgebQqoZw,Giardino D'oro,92,4.0,5 Gold St,10038,"(40.70758, -74.00715)"
hR8SUYqQkEH7ex-K2az_Ng,Jamie's Italian,5,4.5,Royal Caribbean Anthem Of The Seas,07097,"(40.7536239624023, -74.0634231567383)"
pgtgGAAuHMT0KTm3CDPQsA,Sorellina,200,3.5,1036 Washington St,07030,"(40.74977, -74.02746)"
-neJTu9rpYM8-wjwA9WoIA,Lex Restaurant,83,3.5,1370 Lexington Ave,10128,"(40.7825297, -73.9535605)"
7FSuPGQTUxe-A2Km_SVTNQ,Trattoria Ora,44,4.5,18-01 Astoria Blvd,11102,"(40.7724, -73.92729)"
zyU01gN5mTEWsmd5FGzqDg,Valbella,218,4.0,421 W 13th St,10014,"(40.7409181, -74.0068885)"
1uOB_tWZwvI0_HakXfu5Jg,Nick's Pizza,494,4.0,1814 2nd Ave,10128,"(40.78272, -73.94781)"
cUNFGQB2I3GI_vqy2OBW3Q,Lattanzi,234,3.5,361 W 46th St,10036,"(40.7607901227454, -73.9901704731246)"
bjzBkF2FFMsdkCk50xseFQ,Etcetera Etcetera,408,4.0,352 W 44th St,10036,"(40.75926, -73.99115)"
gSOnfmJaEFvoH55xfieHPA,Macchina,89,4.0,365 3rd Ave,10016,"(40.74094, -73.98139)"
COVGkASgKQ5aqIGn9evmgA,Arancini Bros,30,4.0,120 Essex St,10002,"(40.7191861062729, -73.9876049843888)"
MyVbXtvst8X7sbR7gUA_ug,Cacio E Vino,313,3.5,80 2nd Ave,10003,"(40.726384, -73.988873)"
ZhjRaJkfCIVopvamUzrEsA,San Gennaro Trattoria Restaurant Bar,133,4.0,2329 Arthur Ave,10458,"(40.8540465225016, -73.8889484480023)"
H5L18XZRHh_13HaeeHH_sQ,Casa Di Napoli,102,4.0,703 32nd St,07087,"(40.774128, -74.0310378)"
ZTsN8TdMXl8SW_AKd_ablw,Forno Rosso,586,4.5,327 Gold St,11201,"(40.69446, -73.98316)"
JYE16G0z-wo1MTyYchhVCA,Manzo Ristorante,311,3.5,200 5th Ave,10010,"(40.7423476668244, -73.9898968277084)"
kDJbzzmCEjFbyDQ-lSygvw,Fresh Salt,378,4.0,146 Beekman St,10038,"(40.70707, -74.00244)"
e_2o3neKJ5vwDXKd70XLBg,Uncle Peter's,190,4.0,83-15 Northern Blvd,11372,"(40.75598, -73.88382)"
Kh0-HmlgmVUkRxR55_Vn1g,Patsy's Pizzeria,761,4.0,2287 1st Ave,10035,"(40.79713, -73.93481)"
Tias1_QRB5L-gzoSNNhOMA,Petrarca Cucina E Vino,148,3.5,34 White St,10013,"(40.7189, -74.00458)"
R86cJxXMiXRyqzlF24esgg,Lexington Pizza Parlour,170,4.0,1590 Lexington Ave,10029,"(40.789283, -73.9487429)"
lmuX1DybRvpt9LDMHUuKAA,Carrabba's Italian Grill,182,3.0,475 Harmon Meadow Blvd,07094,"(40.7893563992299, -74.0440932732089)"
h9rymMeMUMOxQ9d93U0YDg,Baker & Co,582,4.0,259 Bleecker St,10014,"(40.7313423, -74.0028996)"
I6Wg1NFYAAVzM2OpsdqcXA,Grand Vin,287,4.0,500 Grand St,07030,"(40.74331, -74.0351699)"
penftLPo6kx6qCtbsuyLog,Petaluma,231,3.5,1356 1st Ave,10021,"(40.7682492, -73.9553474)"
tZoYA6CUZQtqQD1ZHKsoaQ,Matteo's Howard Beach,132,3.5,155-10 Crossbay Blvd,11414,"(40.66478, -73.841706)"
kVrTff8uDMSBAaceBwQ7dg,Saluggi's,541,4.0,325 Church St,10013,"(40.720104, -74.003578)"
ghXmKZpOwbfCl3i1UOg9qg,10 Corso Como Restaurant & Café,32,4.5,200 Front St,10038,"(40.7069397, -74.0037647)"
889z8wsV9R1X2CAp63wrsw,Casa Apicii,131,4.0,62 West 9th St,10011,"(40.7339, -73.99867)"
VUcrIqM40HWWb2sxAS9mLA,Cesca,352,3.5,164 W 75th St,10023,"(40.7802345045165, -73.9796698035772)"
2MuvmwOuwvGOWkBimhniLA,La Bellezza,249,4.0,145 E 49th St,10017,"(40.7557792663574, -73.9720153808594)"
HJwXGxmXdB1X3gfCZMujjg,Broccolino,246,3.5,446 Dean St,11217,"(40.6819311529398, -73.9762727916241)"
MA1QPFSYddVq_KzEldpcRg,Aria Wine Bar,644,3.5,117 Perry St,10014,"(40.73512, -74.00671)"
PerCtK0A27ku-cmBVMh5tw,Porto Salvo,104,4.5,424 E 161st St,10451,"(40.82368, -73.91294)"
oLg2HxLYChgvMRTK5ZSdKQ,Kurant,180,4.0,1091 2nd Ave,10022,"(40.759748, -73.965299)"
pL6cM2TPwvXqeGTrg7yN4Q,Remi,301,3.5,145 West 53rd St,10019,"(40.762619, -73.980809)"
dvkQIG20RjgNi-SwRr_1CQ,MAMO Restaurant,224,4.0,323 W Broadway,10013,"(40.72186, -74.00382)"
k1zrPPGGMQdlHopP3MnxrQ,Storico,197,4.0,170 Ctr Park W,10024,"(40.779469, -73.973975)"
zww7OtudkcE921UT2ThOSg,Camillo,102,4.0,1146 Nostrand Ave,11225,"(40.6596, -73.95081)"
81ATGBKh1Ke6EX_L3qHaIQ,Ferdinando's Focacceria,176,4.0,151 Union St,11231,"(40.6841934772249, -74.0018677711487)"
79bTSZd0QArz9xmninDdtQ,Trenta Tre Pizzeria,83,4.0,29 East 33rd St,10016,"(40.74706, -73.98311)"
7zk4bUsLYR_Jw-Ol-3ao9A,Dragon's,1,5.0,Madsion Ave,10173,"(40.7540943, -73.9783245)"
rlfy0pXZvvkDe7OWsM_tnw,Lorenzo's Italian Restaurant,85,3.5,56 County Ave,07094,"(40.76689, -74.068584)"
HV8xairb2qct7wSHqNwqXw,Levante,166,4.0,26-21 Jackson Ave,11101,"(40.7476399, -73.94173)"
63iTY7U_CvjFqrVHi1rw2g,Spuntino Wine Bar & Italian Tapas,614,4.0,70 Kingsland Rd,07014,"(40.8255896871777, -74.137508030091)"
pwzLpR9ys1NkE3ppjT88MQ,Pietro Nolita,392,3.0,174 Elizabeth St,10012,"(40.7210205244336, -73.994662)"
7jbInJHwOm4W_kesEe19mA,My Pie,114,4.5,166 West 72nd St,10023,"(40.77823, -73.98117)"
g0ofwNfcNf5XLzdOtZYm_A,Matthew's Italian Restaurant,347,4.5,1131 Bloomfield Ave,07012,"(40.8390353933391, -74.1616866576499)"
VgIiCZoUnujSMZATByk77Q,The Meatball Shop,297,4.0,798 9th Ave,10019,"(40.7651804928198, -73.9874866666706)"
foRWizWrQ32g6Vv4g9UTnA,Nocciola Ristorante,198,4.0,237 E 116th St,10029,"(40.7973406168505, -73.9382923766971)"
