id,cuisine,review_count,rate,recommended
MH08_pIRKsUSwfkVYxUE7w,italian,382,4.0,
oUVX94JtKyLPXozC2hemCg,italian,341,4.0,
YoLxK5EG8UgnueKAe7hj0g,italian,291,4.0,
76y4aMBY0lT6zfJLy2EH-Q,italian,293,3.5,
j9uuXTmbt4JCphSVg5DpgQ,italian,117,4.0,
xbrQ2dHuQoFJmNxAuOky4A,italian,397,4.0,
D-smGg8zFQzk40EdessZ5w,italian,402,4.0,
J9xVQScnr0lYWl61_mLXMA,italian,900,4.0,
0frCoaUJ_XWiz1BXiHBcwg,italian,264,3.5,
PInk3_IFkANrG8zXQHGfxQ,italian,50,4.0,
d7Asc4q2ImoPlA_BhfroTQ,italian,1337,4.0,
WYdrEMBXzOcxffpQczHKww,italian,5,5.0,
a4WZUTKn90dOkeY38JHNjQ,italian,549,4.0,
24Fe99IbeFWERDVN7QGB4Q,italian,175,4.0,
01eI6pT0doZiu0nm-Gl7RA,italian,395,4.0,
ffJddI2ICrCz6q_QWrU5VQ,italian,74,4.5,
0ROpM3UcZhprN6dhwK2Hsw,italian,89,4.0,
HSKcCmRFqzqG542Hy_eftw,italian,151,3.5,
idxD3X7WfLFPZMoFnCRIQQ,italian,236,4.0,
cpN0ixPR2l3QFA8Uf1BhCQ,italian,97,4.0,
3FCxi2imtP_wMgsgsqIQOw,italian,234,3.5,
EYSIZX7b6Sp6TNc_KNvn7Q,italian,257,4.0,
74zaTegd7fnS6llTesn_Dg,italian,311,4.0,
6osYYrn77CbYPUrSnJOTBQ,italian,95,3.5,
u5zbsITgkFbAlRq0j-XE-g,italian,546,3.0,
ufntl2yxDlAzPJ6G73eAcQ,italian,361,3.0,
5WMGy-lEcQPfLb3q7erS-Q,italian,347,4.0,
rJfGgBleDYCVq2rkBr_w-Q,italian,211,4.5,
qUOxvK1j0F293sZk5PdSBg,italian,164,4.5,
T-RXDLq_VEv7s1_SooYIYQ,italian,66,4.5,
gTEoEsssfbjl76Opf5bP9g,italian,365,3.5,
YE4pvo8ectzEaRYGqUgFcA,italian,280,3.5,
fTNOwKJ9YbxoIShABCKXdA,italian,94,4.0,
5DoCTugT9AF-P3VspApsyQ,italian,152,4.0,
q8wlm_XUjmSsTdTQKt2qbQ,italian,173,4.0,
xKZSIBaGkXX7ppIceuhiQQ,italian,364,3.5,
uDJw4dQiySoNCBoUalW1Ww,italian,540,4.0,
-FJ0bOC7okZbKvza8ZPzpw,italian,33,4.5,
CAGAWbPE8uPr2VVvEnv0ZA,italian,494,4.0,
MPblH3J1kpbNGL4C4U7RAQ,italian,47,4.0,
kqewBLuQDB3euc-s_mRf4A,italian,2060,3.5,
mc6-ig757TzhPpJ7TV3pEQ,italian,58,4.0,
i4TzhIY8z0KIaBBH1iLZLA,italian,201,4.0,
aI39yRQqpTd1VuKqS-lwig,italian,294,4.0,
Q9F2ocrmYuGt1yn3M7MOBw,italian,1292,4.5,
mwDGX4OH3smoducpde2Elw,italian,189,3.5,
JU5d81TYm7IJHWqOqJWMqw,italian,87,4.0,
na-2_gQCY7ccS2ZkLJDumQ,italian,765,4.0,
NkAUvrtAcnebxPB6zayjsg,italian,280,4.0,
2F-7XCoPS1mbdy9ioqWuqw,italian,51,3.0,
ehUuSk5gPTCQmwS_ubgKRA,italian,1691,4.5,
nHMDOIX32dGbfpuNUwsLNQ,italian,371,4.0,
uYHN9Vw3V1ajDGRnNDtbYw,italian,201,4.5,
ETgJqJHV7BW6pIr9Ox74sA,italian,2415,4.5,
nM2AdRp2iSJHi4MgvIrEBg,italian,65,4.5,
m4MPLIv-WsGdcB7GReE06Q,italian,79,4.0,
7vq2CNM69sdrXrtbT2-qEQ,italian,432,4.5,
XoTaRa6uAkO2OBV0-rYv3w,italian,196,4.0,
Yubu48l7he-qrNDSeAngbQ,italian,199,4.0,
gU6_qALmeWysg2YXMzMrtw,italian,299,3.0,
XcfZqLrXdABSZLViQ34VTw,italian,159,3.5,
o7ebhiCJTSsp43ynRDB1qA,italian,278,3.5,
NBgDoMiF4tj5aS7V7zayoA,italian,47,3.5,
ip733nbgjaMMazfQ-Ibhgg,italian,535,4.0,
FRp1NwIyp6tkDU986cJkXQ,italian,48,4.0,
ry0nAQiUn8bpNAruY_5wfw,italian,206,4.5,
15d_Y6TVOQFD2KRVkxuAjw,italian,280,4.0,
iV5yy8EbjsPoYWtjRhB61Q,italian,128,4.0,
0Jr2OP0B2MM4LvJY_K6cTQ,italian,248,4.5,
wp5BpfUi9Aa4T0Gk0bnhag,italian,39,4.0,
GqTgQEqwf3k5JyE7DHDhjw,italian,510,4.0,
OwDRIugcA4LkUuTRqpJsog,italian,172,4.5,
sBi_h4Nwb3qb-VGQ99c-fg,italian,121,4.5,
8qT2fQh1qVhCVtAODADwRw,italian,161,4.5,
CfFjKWynWAFLO9mUTxe4Zg,italian,262,3.5,
MeQU-nGaQvX12VXYOyzavQ,italian,237,4.5,
eTneVbjPKdo4gD9HfkDGdA,italian,125,4.5,
skLDCHQcmivdGx5Qd_qBIA,italian,359,4.0,
K9kL1ice5jlkPXcNyTus3Q,italian,287,3.5,
uzEhT55QIdk9YbfFwmlRzQ,italian,49,4.0,
s5nPO911cYB2chdwqSqT9g,italian,255,4.0,
U8Ljrx-w5otdMZNFhw5piw,italian,487,4.0,
cDUait5j29Pe0QynQ3JtYQ,italian,363,4.0,
KpBfFpjzsGvvqAzCasVW0g,italian,1202,4.0,
ONEe1U1fNGT80jAEE0sCrg,italian,1132,3.5,
L0hPFGt-sD_QVmhr01SSEQ,italian,161,3.5,
Aazjxg21VH2cncWYBAv68Q,italian,577,4.5,
W9wDa_EB0h2p5JG6P6lyZw,italian,348,3.5,
r6K5RBfhlNbr-g7g3u13KA,italian,57,4.5,
LtxF5zthl_oRw0TlMcQcuQ,italian,169,4.5,
dWc0ijADaD6ZdclJ5LqQdg,italian,154,3.5,
7pvTicRAhXB1Ld74MWjkXQ,italian,264,4.0,
VF3wSCRC3mE6JpBQPQXELA,italian,712,3.5,
VHkiswx23peLA9Y8rHMo7Q,italian,31,4.5,
V7z1ZkTOtV-dNOKhZsAlMw,italian,213,3.5,
qYDoWRdntIApGW6fEUHWIQ,italian,102,3.5,
kS04TICXd1-0iZ4rgEWmvQ,italian,152,4.0,
I8wk0uwL6R0RhSprSlPvNw,italian,657,3.5,
mOoZZa6WIsgihc_TqyQcXw,italian,353,3.5,
ywP0OEqRC6sp4NK1-QhW-g,italian,322,3.0,
1htK0vS5FAHaXXtpAQperQ,italian,248,4.0,
WyyJAcQwfOxKPLgIYetSKA,italian,172,3.5,
JgtKnRMbUQKXaxC-C0BynQ,italian,18,4.5,
XvEz60Y0NbLxooK9AmRU8g,italian,438,4.5,
-8_vEcBA2Lqd8786S-Ss-g,italian,287,4.0,
r_fUOUhz-pHZxFDV1hzy0w,italian,667,3.5,
a-XBTXQM4qigxUgpTmS7Fg,italian,49,4.0,
iutTifH0Xy0UkN86vEvV2Q,italian,4,5.0,
iBPQRnM_TMQX6tYdjCbCXA,italian,360,4.0,
YvSCXoj-z1eS2soiXQSIFQ,italian,150,4.0,
phB6HvQyOUEZmvgg9KzRmA,italian,76,4.5,
fU22eRTnKLT2C-OFJ6eUGQ,italian,791,4.0,
HodL0fXoF08C3Ir-kLeTtw,italian,18,5.0,
piH-TNcmjLq2NHE4ZtbrBA,italian,177,3.5,
zj8Lq1T8KIC5zwFief15jg,italian,2659,4.5,
3n96VKiKG5Tte8z-U-TaLg,italian,336,4.5,
nVtJOWn3XlL6MSZ-YnU6iA,italian,99,4.5,
-58--bg-KKUNArp18U4llA,italian,158,4.0,
iUlNDgKCLJt7F9y5fw2NYA,italian,65,3.0,
26M6nFVuA4bvhU0TBZOuLg,italian,293,4.5,
Lu12ks-BgqfGY75Sb1004A,italian,23,5.0,
_N92SH1Zi-Hbxn_bNHFz0Q,italian,541,4.0,
I0i9YzRBQn6MKIUFIHpeBQ,italian,190,4.0,
bf2gElKkOHClspvNWfdHQA,italian,140,4.5,
-KrQ1gOiyXCbffsWyc5SNQ,italian,205,4.0,
y9y6V8va7yt_TUnoO68z0w,italian,7,4.5,
7QUfJwuPgiTYa96TUqmzvQ,italian,219,3.5,
lA6IvTF7J8fNC5puhyS3PA,italian,238,3.5,
ieoPAi6nbdEkrwv4vGVSwg,italian,413,4.0,
Kz7hn14j6KXf_gYeC99rUg,italian,335,3.5,
VtJd1l64kqUUyWacwK0J2Q,italian,1902,4.0,
J38XGzriEkMsDfCMt6et_g,italian,1187,4.0,
7S8g0G_Ndc3DS-kqsozq8Q,italian,150,4.0,
i5cdbiw1KRyg4w0X44ZBwA,italian,134,3.5,
efgclSozdzhy6tQ2nrAUdA,italian,446,3.5,
D0LsGudLqLabXbhEPMkw6A,italian,299,4.5,
geTFpY84Tp-nVTXflnxtDA,italian,324,3.0,
cRfAN-SRlFuaSd-mp-9iiQ,italian,105,3.5,
y_tRUBOu3qg7lkaO2Xk1hQ,italian,144,4.0,
aSprnLY-6GkMk1cuv0TMeA,italian,838,4.0,
SzH79XjUPoTYBnE3dybRsw,italian,103,4.0,
7rc7e_mw5DefMCSBsuZYhg,italian,417,3.5,
yIFI6afTRP-tBhY6WsUOPg,italian,38,4.5,
5k_jwjhdFMPUNWhouGNzuA,italian,114,4.0,
aHRcUI_UqFNV87GF7WRIDQ,italian,152,4.0,
AbNXFnI4OlWZvsQLGKf64w,italian,254,3.5,
fH8DkdRerw5LJ7fZZHRfeA,italian,273,4.0,
laQ3UStO-W9fkSaM2Y4eLw,italian,250,3.0,
_eImQkZt0MlQ0jLZH2LrTQ,italian,119,4.5,
FDFE8nqstVJT07LquQ2kBA,italian,153,4.0,
eMSTTuOUlKEnSOr8lPp3Xg,italian,117,4.5,
hV26aNvpfq5g34SI6_gvJA,italian,184,4.5,
ZQrmos0TEPCmMHQUreYvpw,italian,15,4.5,
GnaeBuilZb_fU01v3wNhZw,italian,378,4.0,
53ZNJNrT91VgvrI0LFjLNQ,italian,287,4.0,
vAMKgIUWCrYxjfhceCCNAQ,italian,63,4.0,
FER-iaOyA8JFH-DL5vaKIQ,italian,291,3.5,
u6q1s6c0H9wQwFUJJzAiOw,italian,247,3.5,
clOFor0bFSjse7EUfdRacg,italian,241,4.0,
F-eRrDik2KK0sNjpGiNbAg,italian,35,3.5,
ZxobXn7eEYDOzQKYHH9ARQ,italian,144,4.0,
xPmCy25F1-uq-1vAP_1TBQ,italian,136,4.5,
nSk_zCJESMKGLHyJTPPlZA,italian,265,3.5,
bH6kFlRLtfIo2dtjs1gJ8g,italian,27,4.5,
k4ds_s6y8S46WzVIolypLQ,italian,114,4.0,
5ZEFbq_AQV5VQFG2JKYzlA,italian,721,4.0,
wUoLj0v2cJ9T4mgebQqoZw,italian,92,4.0,
hR8SUYqQkEH7ex-K2az_Ng,italian,5,4.5,
pgtgGAAuHMT0KTm3CDPQsA,italian,200,3.5,
-neJTu9rpYM8-wjwA9WoIA,italian,83,3.5,
7FSuPGQTUxe-A2Km_SVTNQ,italian,44,4.5,
zyU01gN5mTEWsmd5FGzqDg,italian,218,4.0,
1uOB_tWZwvI0_HakXfu5Jg,italian,494,4.0,
cUNFGQB2I3GI_vqy2OBW3Q,italian,234,3.5,
bjzBkF2FFMsdkCk50xseFQ,italian,408,4.0,
gSOnfmJaEFvoH55xfieHPA,italian,89,4.0,
COVGkASgKQ5aqIGn9evmgA,italian,30,4.0,
MyVbXtvst8X7sbR7gUA_ug,italian,313,3.5,
ZhjRaJkfCIVopvamUzrEsA,italian,133,4.0,
H5L18XZRHh_13HaeeHH_sQ,italian,102,4.0,
ZTsN8TdMXl8SW_AKd_ablw,italian,586,4.5,
JYE16G0z-wo1MTyYchhVCA,italian,311,3.5,
kDJbzzmCEjFbyDQ-lSygvw,italian,378,4.0,
e_2o3neKJ5vwDXKd70XLBg,italian,190,4.0,
Kh0-HmlgmVUkRxR55_Vn1g,italian,761,4.0,
Tias1_QRB5L-gzoSNNhOMA,italian,148,3.5,
R86cJxXMiXRyqzlF24esgg,italian,170,4.0,
lmuX1DybRvpt9LDMHUuKAA,italian,182,3.0,
h9rymMeMUMOxQ9d93U0YDg,italian,582,4.0,
I6Wg1NFYAAVzM2OpsdqcXA,italian,287,4.0,
penftLPo6kx6qCtbsuyLog,italian,231,3.5,
tZoYA6CUZQtqQD1ZHKsoaQ,italian,132,3.5,
kVrTff8uDMSBAaceBwQ7dg,italian,541,4.0,
ghXmKZpOwbfCl3i1UOg9qg,italian,32,4.5,
889z8wsV9R1X2CAp63wrsw,italian,131,4.0,
VUcrIqM40HWWb2sxAS9mLA,italian,352,3.5,
2MuvmwOuwvGOWkBimhniLA,italian,249,4.0,
HJwXGxmXdB1X3gfCZMujjg,italian,246,3.5,
MA1QPFSYddVq_KzEldpcRg,italian,644,3.5,
PerCtK0A27ku-cmBVMh5tw,italian,104,4.5,
oLg2HxLYChgvMRTK5ZSdKQ,italian,180,4.0,
pL6cM2TPwvXqeGTrg7yN4Q,italian,301,3.5,
dvkQIG20RjgNi-SwRr_1CQ,italian,224,4.0,
k1zrPPGGMQdlHopP3MnxrQ,italian,197,4.0,
zww7OtudkcE921UT2ThOSg,italian,102,4.0,
81ATGBKh1Ke6EX_L3qHaIQ,italian,176,4.0,
79bTSZd0QArz9xmninDdtQ,italian,83,4.0,
7zk4bUsLYR_Jw-Ol-3ao9A,italian,1,5.0,
rlfy0pXZvvkDe7OWsM_tnw,italian,85,3.5,
HV8xairb2qct7wSHqNwqXw,italian,166,4.0,
63iTY7U_CvjFqrVHi1rw2g,italian,614,4.0,
pwzLpR9ys1NkE3ppjT88MQ,italian,392,3.0,
7jbInJHwOm4W_kesEe19mA,italian,114,4.5,
g0ofwNfcNf5XLzdOtZYm_A,italian,347,4.5,
VgIiCZoUnujSMZATByk77Q,italian,297,4.0,
foRWizWrQ32g6Vv4g9UTnA,italian,198,4.0,
UU-VNxsgJ3BWgpVQbUChig,italian,119,4.0,
S8OKQ5S40oZ1Rr5RbC0jdg,italian,1057,3.5,
_WttOSi2_ggdvUI6GvaqTg,italian,296,4.0,
8SI7b70Bqcw8n_kvBXMUag,italian,319,3.5,
ft2OPgLsquG9d7XrBLULng,italian,185,4.0,
GVF4kvXupD18afjpLiPLHA,italian,119,3.5,
8TEx2Za-zM_pP5MU1t8HxQ,italian,549,3.0,
lTjmtiPVsXNnE_h7uzQr0Q,italian,128,4.5,
y5b85IZGLxNdksDBFm1GBw,italian,81,4.0,
WdrPI3wo7wOD2ad2cSjPeQ,italian,161,4.0,
Tp3MF3DNXuW41A10PQ2nFw,italian,356,4.0,
NG-vmMrBZlxAZrxgoiromg,italian,460,4.0,
FogLdooqSzKbmkwMGSwDiQ,italian,736,4.0,
-VvrQWfbkQWeuGC4L0KcfQ,italian,515,3.5,
VlaFY8ASgOvrzZ3I8sG6Dg,italian,170,3.5,
6TCMYUyT45aj-89fYJOiyw,italian,930,3.0,
IZ9-5z45wc3Oh_jlnX_Kcg,italian,288,4.5,
jryzOo2UaHOeZqQkkezENA,italian,246,3.5,
Fu7J2Fwoj_S6Jpg9dULzKg,italian,349,4.0,
QhRQE6nOMLd00kV2k-IsbQ,italian,254,4.0,
nTt5cLJVcmBdM640izladw,italian,53,4.5,
GOEBF8Odq1SPdz4PWJx6PQ,italian,300,3.0,
4SdvTwFkW3Qx0f_3zBN_ZA,italian,121,4.5,
m3PS0tIaa0ChcP8Y5S-DrQ,italian,195,3.5,
8PyKaU-YM0HOAfxWsjcwmg,italian,114,4.0,
LJwkhP2vjRKKjyuRY1ql4Q,italian,302,3.5,
u74abDRXzo1vVhM-m5To5g,italian,85,3.5,
SbevrHJ2M5Oc8_SHi79YQg,italian,553,3.0,
7oNuDMESKejMgJFlkQwxmQ,italian,6,4.5,
7cOibAFiGbSsSWo27SLIgw,italian,303,4.0,
WNOUPEZ6J8SZVSaK6Q3e-A,italian,542,4.0,
1qotQS-eDg6_TdBU0cQiPg,italian,237,3.0,
Zub6WrbrS_4XMI1mPbyeiw,italian,182,4.0,
FhXjAc6nKLf414KxYujUHw,italian,2623,4.0,
Ucxhqn56VtC-eYjdNsg7Og,italian,749,4.0,
dbCTJp9ENDVIquxBWONzWQ,italian,112,4.0,
M358G7jMg0yn2nBB-v1O2Q,italian,149,3.0,
Cnqy9w1BFXZFEaChfox0ow,italian,881,3.5,
yREKlCvSuaxcRSVRsCIDUQ,italian,246,3.5,
MbwsCB7echBlVwzfJ_9c9g,italian,337,4.0,
zTK8reqKrmV7U71YVHYYjg,italian,210,4.0,
BJBa4cOUkPdVilj41La_yw,italian,9,4.5,
So6xT7Hl0HDcPqipvGfZdA,italian,182,3.5,
zDujEq9qZk13nBcG2PH4tA,italian,266,4.5,
pL2tig3FxJcrZ4wDIO4TsA,italian,784,3.5,
qAGqfKduzNz76nQXSplbfQ,italian,10,3.5,
eMoB_q8WIjgTogKaeNHKBA,italian,39,4.0,
XInU-DVHFwunAnsOL8bOrA,italian,120,3.5,
x61Sizu7lqGPMGuKEGHo-Q,italian,44,4.5,
f8TZ_ctcSwxwW8S69YKnwg,italian,1191,4.5,
Z22s9SoQOndAey4_SULrvA,italian,269,3.0,
kvFHJYo9rXuqgJkPIlHJeg,italian,41,4.0,
hwR54p9AWwrOATd41l351w,italian,183,4.0,
byye4kc-xGk8qCxR0ZuUdA,italian,55,4.0,
6_QdpGBllowmf94fqZr68Q,italian,682,3.0,
vFsjObMTImsnM_DzVo4N3g,italian,345,3.5,
9Zv7Xu380q2rzPSLEXX0Xg,italian,172,4.0,
dsxgbkIKyu7x7JgpAKeZPA,italian,110,3.5,
ntQ7O1YPMIOrQkynhXRBVg,italian,127,4.0,
DJsoVgloRAOrsGM2HQKDoA,italian,74,3.5,
_H52GDibhYc9bs8j1o-1_w,italian,33,3.5,
x5zOHDirJAMaKtu1TjAgug,italian,103,4.0,
BXiX5-ce4NNxsw7eUDZeOg,italian,410,4.0,
WDVzL34VpkiYOtknS-NpWQ,italian,155,3.5,
G-b9kvnRh0pLi4fsdcmwjg,italian,72,3.5,
HJg9TbpyWvb6-AFPdb7NCA,italian,129,3.5,
NqwwyMMXIS-JnwdDQBQT9A,italian,286,4.0,
an8TuHRg0e3cgiAE705ZDA,italian,200,4.0,
ZSDq6s2BFnvZEU4apxXbew,italian,96,4.0,
z-oLzyuM8pRRoLR-dmYwhA,italian,5,4.0,
FCl5446Rovk1HRHoXpojdg,italian,966,3.5,
cDbqCTmv0_hdREUMI7KReA,italian,458,3.0,
vJemNi12z_2vGf7HjdRb-A,italian,32,4.5,
vmUNPvduTeWu24d--TbHAg,italian,99,4.5,
u5gLdI6l6zsPxL2kOYbyfw,italian,693,3.5,
Phtq020-VoHgQp_p-vXVVA,italian,209,4.0,
0DjXlV1cI5OG4SpOILl0HA,italian,77,3.5,
CDCT0cXhaS2pAKcookXUQQ,italian,18,4.0,
h2HPWsBX3ABNvLHbP3KzqA,italian,40,3.5,
ZIlCi38S2pcWuHlpMxvG7w,italian,83,3.5,
vYnQYMWk_CpV8APtyFWYWA,italian,58,3.5,
IiDfrdwPZJHbiuHdjaSJKA,italian,35,4.5,
CBsNd6iuSyiSMPw2pOzRHw,italian,114,3.5,
AWeQkgJ0uzNr5YxFr2Bx8g,italian,194,3.5,
l-oj1yA5liiFEEwoi-1ELA,italian,104,3.5,
qhyll2gPT-gGDRP6JGn1aQ,italian,22,4.0,
3koQihtL0aIYzjJweMLDnw,italian,36,4.0,
3Yq-s6jngSsVzo13uYiplw,italian,393,3.5,
Tgi-rDD3mxFi9uGybZxdaQ,italian,124,4.0,
0zxGc7hit7mFSk2o1PvIdQ,italian,396,2.5,
NDHiySfZV6jmKFYWMYOebQ,italian,109,4.5,
l8IORbpTz9EwCmHJ_TRULw,italian,13,4.0,
XlhWNQRGoWyybfXpGBgE3Q,italian,190,3.5,
vGR-OFk8QWOhdq6vZGxNHA,italian,15,4.5,
qTHBQdWfw1RSCjQwoUcLiw,italian,79,3.5,
BP0Uujyof1WKGkLuPbTLKQ,italian,472,3.0,
BpdlX1j1-FbOC1dWIrZv4w,italian,214,3.5,
uq-jeUk2yNOrfUKdRIpE_w,italian,77,4.0,
jMdziYLNYGDCegkFQ4lTQA,italian,95,3.5,
X9f5HH4x3Mi7lo4ph9efvQ,italian,28,3.5,
zGThJJhL82LDEUlUFALImQ,italian,82,4.0,
XzkmePjJC0ryuqZp5qd12A,italian,265,3.5,
pK-TQMe7SE_erplC9EWjUA,italian,187,4.5,
d7LM2UaxRQachlWhZGP_tg,italian,426,3.0,
Pb2HqSO0SP8HymbZM099hg,italian,102,3.5,
DLRbxg74oWNPQJdbSkTDxQ,italian,185,3.5,
gED3ep4dX5FP_FYVTkokIQ,italian,259,4.0,
J9r0qorwR0tKOhrCcl1VGQ,italian,225,4.0,
mofqcbvp-MVFSynU1fQNRA,italian,106,4.0,
wq43ljNSuSMG81qKHE7YpQ,italian,229,3.5,
StF9WWWbrRzEOmNAcEINcA,italian,375,4.0,
xEdAaZTNNHRZbvzBuSjcCg,italian,137,3.5,
g4Pwc2mE1yUYXhqPrm53zA,italian,485,4.0,
LYkx0_gmy-RrJQBPYzulNg,italian,148,3.5,
EsF2snil1ysNFXmxz2zTWA,italian,92,4.0,
z5-TEI72RVwwtWG4CEggLw,italian,196,3.0,
ynw6F1JVJN54IvwLeHRn5A,italian,39,4.0,
NBeQAgTo9hlJxgp9xbMO-w,italian,333,4.0,
n99_L-hi17HVzYyBlNmKCQ,italian,36,3.5,
zqbjE3QLDfWpzyFARJ_cng,italian,239,4.0,
QGRrPt4QwJNxmpM1urPxQA,italian,69,4.0,
wvn-FO-tY9_iWmA_OgMvEA,italian,118,3.5,
Hv_jHNuw63oO-jtNXuWDVQ,italian,421,4.0,
GOLFLlO4bpndDkavbgrx9w,italian,522,4.0,
xQ445GaWVN5Aa3sFX9OoIg,italian,1606,4.0,
1nQZbtmjODUgPm-QQdKrhA,italian,341,4.0,
vegSCksJy6SI8WUGttLH-w,italian,10,5.0,
MHbxF-ZS918-ZoXKQPBEyg,italian,159,4.5,
9mawr6QwVHm5q8JRXPFjPA,italian,133,4.0,
kXgsUjb_jF4Lcz6EiOzt_Q,italian,115,3.5,
DKLbMLQHvggfIKw2jj6rnA,italian,215,3.5,
j6fSechU9HxzbnK-kjQx1Q,italian,460,4.0,
7Oq1UdUHUGZGH_QI6N-0LQ,italian,682,4.0,
eby9pE6FzmwjoYRVzDpzew,italian,59,4.0,
07CFPHGST8k37uHYAGxYqQ,italian,116,4.5,
O6RBNHBleB0mCb2dAanxCw,italian,201,4.0,
OmB4X44Ru8gjD6qgSNlXdg,italian,114,3.5,
Bh1JBgQWZl9zct46uw_FzQ,italian,417,3.5,
z4CzSOnngC2RaTEC_BgUWA,italian,215,4.0,
CYYLEipRFmr73Hz6XNEzoQ,italian,437,4.0,
jHsPKz_EQrWHe6Yl3vEERQ,italian,345,3.5,
dLsI2UQTo3nUUam9BfNRww,italian,132,4.0,
ZWPgzW0qqtksyI3GxCPM-Q,italian,172,4.0,
LtBk9m1C-05nFNwD1OxcBw,italian,14,4.0,
CjahRm-rdwS8IqGR-M0Dyg,italian,112,3.0,
OY70rYTi8Qtmb89IWRUOaQ,italian,22,4.0,
1hZo1zfvLVN687_D7latyg,italian,389,3.5,
YuzOnNDfRKixNJiaVy5Baw,italian,178,4.0,
ECw0vk1IykU3QIX1okSXdA,italian,69,4.0,
WEhkGLKlj-5X1pq_07Syaw,italian,648,4.0,
0sR9gXJYvnSuEUaqiEmvRg,italian,231,3.5,
C3UsLxRyuTM7bTKqs-R1qA,italian,79,3.5,
qWUJq3Kc8kNV3FUsLeesjg,italian,60,4.0,
ipoJv9uuT3WgjeVozKUx8A,italian,97,3.0,
iQTPjiskoE0jfHsoBSR1Jw,italian,136,4.5,
e-XgOOm0X4Lk-gAX45Bj1Q,italian,87,4.5,
vLaaNR3rTeSFEZe_nn43BA,italian,222,4.0,
KTP__UhbpKF-zA2ty-k6dA,italian,150,4.0,
1o5dCnbY1Y9de7ZbdsxUsQ,italian,214,3.5,
rTzojTIarMjh_X7YPliySw,italian,112,4.5,
C0BDERmHvzTKYA7fghZW-A,italian,109,3.0,
gv2jwcArStZvYZIo1i3--Q,italian,170,4.0,
8-Ug0Zjs5sL6MARspRJ7CA,italian,608,3.5,
Njr_f1J5Pve35OyPdBljVA,italian,454,4.0,
X97pE0LRWOng1q66kjAz1g,italian,57,4.5,
UB1mGugr1pvgUUP1eTNXrg,italian,216,4.5,
xTWpl9DgIkkr5B8h8_xUpA,italian,238,4.5,
DOmcM66qzKHbj-n1LTJyHQ,italian,199,4.5,
IdjSR-GQAxQD0poZ3rSueg,italian,70,4.5,
rrDymUQnu95UnZtTeeHfnA,italian,35,4.0,
1DT6XYMzcekpFQ41Hj44vA,italian,164,4.0,
-tQ9Zlb5d9PPlDz_6UgV7w,italian,350,3.5,
r_QyrpiVTXFva14r0mB_OA,italian,266,4.0,
SbTzGaRAxAf_W_b30598jQ,italian,19,3.5,
hvMbN42EaHlZoHMS3degLg,italian,226,4.0,
wXYSjd-tYEEFErI6RIDEYw,italian,70,4.0,
2ZbGLUZpaJO8mdxi7UaVMQ,italian,405,3.5,
S8Ntmdlw4bJDBOmxn865tg,italian,285,3.5,
7dhXkHB_Eg1UJ7Yf9wQCjQ,italian,358,3.0,
MdFV5IBcX-Ni6I4Zy1EqIw,italian,238,4.0,
RiN-EOiQLXlJszhe6HJdZA,italian,176,4.0,
wmT2ZK9Z9srX8UUR5D1q_A,italian,234,3.5,
6edguitPCW9Oh_aGX0ZswQ,italian,49,4.0,
EHINHIbLklEUShuANKjGgw,italian,185,4.5,
34-HPDO5GxVlVl4pZ-Bg3w,italian,426,4.0,
qoBcWhGwlcUsKIQ2nB22vA,italian,85,5.0,
_Klr6rynJ4b_oc7ehRPoZA,italian,91,3.5,
if6ZZopcH51YQ7E3y4BxaA,italian,360,4.0,
hFeGYPt9M5dd_KXG9a_ePQ,italian,356,3.5,
jzEaiiRa3497HWdf4QKHIA,italian,94,2.5,
-e5gMedWVYL8zYrMM4bRRA,italian,179,4.5,
R3zLNeyNbmPJ09URzXgGfA,italian,252,3.5,
AO9ubB1XVqj1hkwOZm-F9A,italian,133,3.5,
mmJ72_R1HvpSz6a3l7jYnA,italian,170,3.5,
qLYloGaI-4OmLbNnr_wrGA,italian,24,4.5,
Jgaf3JmVaPokYB3ezbhjCQ,italian,77,3.5,
86H4O08GmtaC4YOTUdO3pw,italian,18,4.5,
HhY7QDRu7EwXTDY4WT1wSA,italian,1180,3.0,
ycsULlWDvuj-jop3VESy4Q,italian,90,3.5,
gJg_Gh2lqrCprDzR6ZP9QQ,italian,42,4.5,
Qbnb7rRbvNg5WUoKLzz7gQ,italian,114,4.0,
Mp42nc-UIS9hk9VZbfxcjQ,italian,6,4.0,
HK4mjpUdZ6xrw3OrsBV8zA,italian,31,5.0,
Wg4Mu4YXL_1NSVF9LAH_9w,italian,170,3.5,
t-Pm38_XhMnGfOYgkhaNRA,italian,146,4.0,
Wcnig4807LHZyk8z08IeGw,italian,54,4.0,
XsElXaLxUPKquI78poB8yw,italian,690,4.0,
TybGiZNOipp1R1-u2k3ogA,italian,172,4.0,
sflgA80BOEWVPx7OWA1KNQ,italian,118,4.0,
x6u4DehJyvFPJKOOSjhPdg,italian,46,3.5,
EJOpdpy6QPTtmC7Fn04yHw,italian,469,3.5,
lMVP7UR2mySp0yg9_3HvbQ,italian,238,3.5,
g-q-kRxdn2zh2oWOY-jKTQ,italian,163,4.0,
dLYFNYqSw2L148bTJbwmiw,italian,521,3.0,
h1_zWY2PVTZ5ul0RuiJ59g,italian,187,3.5,
6zM6wT8xzBd5RhtJdAJgzQ,italian,1,4.0,
